id,price
0,412.6037924443261
1,1560.8430463907519
2,9584.753949211436
3,509.11014388104934
4,10088.244120286303
5,2359.843593298055
6,1060.7557175894103
7,10315.316934494957
8,894.9868123160197
9,473.5449265608775
10,10654.028892867249
11,15383.082209871332
12,4148.613243160927
13,3911.717406538129
14,3116.32832124633
15,630.8978222949663
16,17626.58625220583
17,3329.246064914175
18,2938.205875131865
19,8470.345340142605
20,9525.055450203621
21,16238.421600652591
22,4626.209190460694
23,4931.149145012965
24,2936.322717462097
25,7031.503856540649
26,6571.159319787051
27,993.0162665215096
28,877.0248505198849
29,4640.043894333013
30,9575.748760022536
31,523.3844028616968
32,4977.935529690521
33,1758.0759311068914
34,1907.895985532975
35,697.0174733196839
36,1728.501712429538
37,7357.353738268373
38,4219.012622546547
39,16197.12631928094
40,1901.1141859246131
41,899.409524680511
42,611.132531801063
43,893.958812604974
44,643.1411301461287
45,8276.873319876584
46,15647.793568499143
47,10373.585637850789
48,530.2793679265773
49,649.852546741317
50,10219.842786173514
51,3342.2140745346614
52,2657.803545226377
53,3848.6117031235
54,5030.8364093395
55,2011.6877692301784
56,4745.4472622246785
57,1034.8940707307734
58,10044.786516426604
59,750.6354103111771
60,5238.990626981597
61,5294.636231213178
62,749.3784380590407
63,3887.8510980387
64,5387.678208583382
65,6705.259457094131
66,10492.069558086654
67,2076.083969759459
68,8375.481425555136
69,4864.323080096514
70,9288.154833847564
71,7025.930454768874
72,4893.641690461699
73,4739.428954572893
74,1487.6632615173005
75,3145.923095578203
76,4655.5927293323275
77,4159.174191441442
78,445.7482292338185
79,965.0346863372487
80,976.2828208084462
81,2071.409640892762
82,518.3045073875749
83,3776.3042903716164
84,3239.1036265505986
85,5609.104062549165
86,3588.178705363384
87,2399.486581923496
88,1242.6511629255401
89,3444.720639532305
90,1568.0778880311734
91,686.3393470582565
92,481.956342405552
93,8226.283481366772
94,632.2518300647713
95,862.7569202830723
96,4236.54432891934
97,5575.31563813347
98,2723.7020199047124
99,5279.248753359586
100,2322.551308962384
101,3735.2142699526757
102,10945.386383862817
103,693.1306405656841
104,4870.368048019391
105,798.352252061165
106,519.6457757748104
107,6993.953382233484
108,776.1640103395448
109,3567.3768916545787
110,950.8895568670694
111,4946.040811950125
112,847.5610652284996
113,790.9441505531904
114,1413.276770976647
115,440.62674918708564
116,724.9419310871291
117,645.6033989355723
118,4715.7909142858225
119,1987.278282520847
120,1440.5188150534784
121,1032.8397569657748
122,918.3445456349524
123,13820.361610984191
124,629.1846602965927
125,502.57692686931483
126,3459.740430239453
127,4524.511377363345
128,1212.2561711479966
129,10682.963651703327
130,720.2239545044977
131,13263.8358730441
132,9528.86817353756
133,927.4905823105693
134,2778.1079567032025
